REF_DATE,GEO,Gender,Sociodemographic_characteristics,Indicators,VALUE
2023-07,Canada (excluding territories),"Total, all persons",65 years and over,Excellent or very good perceived mental health,58.8
2023-07,Canada (excluding territories),"Total, all persons",65 years and over,Good perceived mental health,31.1
2023-07,Canada (excluding territories),"Total, all persons",65 years and over,Fair or poor perceived mental health,10.2
2023-07,Canada (excluding territories),"Total, all persons",65 to 74 years,Excellent or very good perceived mental health,58.5
2023-07,Canada (excluding territories),"Total, all persons",65 to 74 years,Good perceived mental health,32.2
2023-07,Canada (excluding territories),"Total, all persons",65 to 74 years,Fair or poor perceived mental health,9.3
2023-07,Canada (excluding territories),"Total, all persons",75 years and over,Excellent or very good perceived mental health,59.1
2023-07,Canada (excluding territories),"Total, all persons",75 years and over,Good perceived mental health,29.6
2023-07,Canada (excluding territories),"Total, all persons",75 years and over,Fair or poor perceived mental health,11.3
2023-07,Canada (excluding territories),"Total, all persons","Total, by immigrant status",Excellent or very good perceived mental health,47.3
2023-07,Canada (excluding territories),"Total, all persons","Total, by immigrant status",Good perceived mental health,33
2023-07,Canada (excluding territories),"Total, all persons","Total, by immigrant status",Fair or poor perceived mental health,19.6
2023-07,Canada (excluding territories),"Total, all persons",Non-immigrants,Excellent or very good perceived mental health,46.7
2023-07,Canada (excluding territories),"Total, all persons",Non-immigrants,Good perceived mental health,32.8
2023-07,Canada (excluding territories),"Total, all persons",Non-immigrants,Fair or poor perceived mental health,20.5
2023-07,Canada (excluding territories),"Total, all persons",Immigrants,Excellent or very good perceived mental health,49.4
2023-07,Canada (excluding territories),"Total, all persons",Immigrants,Good perceived mental health,33.5
2023-07,Canada (excluding territories),"Total, all persons",Immigrants,Fair or poor perceived mental health,17.1
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, 10 years or less in Canada",Excellent or very good perceived mental health,50.8
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, 10 years or less in Canada",Good perceived mental health,32.9
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, 10 years or less in Canada",Fair or poor perceived mental health,16.3
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, more than 10 years in Canada",Excellent or very good perceived mental health,48.8
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, more than 10 years in Canada",Good perceived mental health,33.7
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, more than 10 years in Canada",Fair or poor perceived mental health,17.4
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, years in Canada not stated",Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, years in Canada not stated",Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons","Immigrants, years in Canada not stated",Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Non-permanent residents,Excellent or very good perceived mental health,35.6
2023-07,Canada (excluding territories),"Total, all persons",Non-permanent residents,Good perceived mental health,37.5
2023-07,Canada (excluding territories),"Total, all persons",Non-permanent residents,Fair or poor perceived mental health,27
2023-07,Canada (excluding territories),"Total, all persons","Total, by visible minority group",Excellent or very good perceived mental health,47.3
2023-07,Canada (excluding territories),"Total, all persons","Total, by visible minority group",Good perceived mental health,33
2023-07,Canada (excluding territories),"Total, all persons","Total, by visible minority group",Fair or poor perceived mental health,19.6
2023-07,Canada (excluding territories),"Total, all persons",Visible minority population,Excellent or very good perceived mental health,44.5
2023-07,Canada (excluding territories),"Total, all persons",Visible minority population,Good perceived mental health,34.6
2023-07,Canada (excluding territories),"Total, all persons",Visible minority population,Fair or poor perceived mental health,20.9
2023-07,Canada (excluding territories),"Total, all persons",South Asian,Excellent or very good perceived mental health,46.7
2023-07,Canada (excluding territories),"Total, all persons",South Asian,Good perceived mental health,34.7
2023-07,Canada (excluding territories),"Total, all persons",South Asian,Fair or poor perceived mental health,18.6
2023-07,Canada (excluding territories),"Total, all persons",Chinese,Excellent or very good perceived mental health,34.2
2023-07,Canada (excluding territories),"Total, all persons",Chinese,Good perceived mental health,42
2023-07,Canada (excluding territories),"Total, all persons",Chinese,Fair or poor perceived mental health,23.9
2023-07,Canada (excluding territories),"Total, all persons",Black,Excellent or very good perceived mental health,49.9
2023-07,Canada (excluding territories),"Total, all persons",Black,Good perceived mental health,30
2023-07,Canada (excluding territories),"Total, all persons",Black,Fair or poor perceived mental health,20.1
2023-07,Canada (excluding territories),"Total, all persons",Filipino,Excellent or very good perceived mental health,54.2
2023-07,Canada (excluding territories),"Total, all persons",Filipino,Good perceived mental health,28.6
2023-07,Canada (excluding territories),"Total, all persons",Filipino,Fair or poor perceived mental health,17.2
2023-07,Canada (excluding territories),"Total, all persons",Arab,Excellent or very good perceived mental health,52.2
2023-07,Canada (excluding territories),"Total, all persons",Arab,Good perceived mental health,31
2023-07,Canada (excluding territories),"Total, all persons",Arab,Fair or poor perceived mental health,16.8
2023-07,Canada (excluding territories),"Total, all persons",Latin American,Excellent or very good perceived mental health,50.4
2023-07,Canada (excluding territories),"Total, all persons",Latin American,Good perceived mental health,27.8
2023-07,Canada (excluding territories),"Total, all persons",Latin American,Fair or poor perceived mental health,21.8
2023-07,Canada (excluding territories),"Total, all persons",Southeast Asian,Excellent or very good perceived mental health,36.9
2023-07,Canada (excluding territories),"Total, all persons",Southeast Asian,Good perceived mental health,41.7
2023-07,Canada (excluding territories),"Total, all persons",Southeast Asian,Fair or poor perceived mental health,21.3
2023-07,Canada (excluding territories),"Total, all persons",West Asian,Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",West Asian,Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",West Asian,Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Korean,Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Korean,Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Korean,Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Japanese,Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Japanese,Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Japanese,Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons","Visible minority, not included elsewhere",Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons","Visible minority, not included elsewhere",Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons","Visible minority, not included elsewhere",Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Multiple visible minorities,Excellent or very good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Multiple visible minorities,Good perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Multiple visible minorities,Fair or poor perceived mental health,NA
2023-07,Canada (excluding territories),"Total, all persons",Not a visible minority,Excellent or very good perceived mental health,48.4
2023-07,Canada (excluding territories),"Total, all persons",Not a visible minority,Good perceived mental health,32.4
2023-07,Canada (excluding territories),"Total, all persons",Not a visible minority,Fair or poor perceived mental health,19.2
2023-07,Canada (excluding territories),"Total, all persons","Total, by Indigenous identity",Excellent or very good perceived mental health,47.3
